,Sentence,Inhibitors,Promoters
4062,"schwab me, strittmatter sm (2014) nogo limits neural plasticity and re- covery from injury.",nogo (inhibitor) ,
4063,"wang x, baughman kw, basso dm, strittmatter sm (2006) delayed nogo receptor therapy improves recovery from spinal cord contusion.",nogo (inhibitor) ,
4064,"wang x, duffy p, mcgee aw, hasan o, gould g, tu n, harel ny, huang y, carson re, weinzimmer d, ropchan j, benowitz li, cafferty wb, strit- tmatter sm (2011) recovery from chronic spinal cord contusion after nogo receptor intervention.",nogo (inhibitor) ,
4065,"zheng b, atwal j, ho c, case l, he xl, garcia kc, steward o, tessier- lavigne m (2005) genetic deletion of the nogo receptor does not re- duce neurite inhibition in vitro or promote corticospinal tract regeneration in vivo.",nogo (inhibitor) ,
4066,the nf200 and cspg expression level,cspg (inhibitor) ,
4067,"the nf200 expression level was higher, and cspg expression was lower, in the msc and mn + mt groups compared with the gs group (fig.",cspg (inhibitor) ,
4068,"b, c bar charts demonstrate semi-quantitative analysis of the level of nf200 and cspg expressions.",cspg (inhibitor) ,
4069,the level of cspg expression was lower in the mn + mt and mscs groups compared with the gs group (c) (*p < 0.05).,cspg (inhibitor) ,
4070,"they may also play an important role in nerve regeneration and glia scar reducing, a notion that would be in line with our wb results that the grafted cells significantly increased the level of nf200 and reduced cspg synthesis in the injury/ graft site.",cspg (inhibitor) ,
4071,"interestingly, in the mn + mt group, there was no significant difference in mrna transcription of immu- nomodulatory factors, except for lif mrna, compared with the m group.",,lif (promoter) 
4072,"lif mrna was more than threefold higher in the mn + mt group than in the m group, indicating that lif may play some special roles at the injury site.",,lif (promoter) 
4073,"reported that lif could upregulate pluripotency markers  oct4,  nanog,  and  sox2 mrnas in adipose tissue-derived stem cells  this is consistent with our results that transcription of nanog and oct4 mrnas was higher in the mn + mt group.",,lif (promoter) 
4074,"additionally, lif can promote oligodendrocyte precursors to survive and differentiate as well as remyelination [ and  also  can  induce  some  stem cells differentiating into myelin-forming cells  it is therefore speculated that lif not only can act as an im- mune modulator but also can maintain the “stemness” of msc-derived neural-like cells by inducing them to trans- differentiate into myelin-forming cells in the  injury/graft site of spinal cord.",,lif (promoter) 
4075,"the cspg expression level decreased gradually from 3 weeks after hemisection, whereas hyal- 4 increased gradually until 5–6 weeks after hemisection.",cspg (inhibitor) ,
4076,ablation of stat3 or socs3 discloses a dual role for reactive astrocytes after spinal cord injury.,socs3 (inhibitor) ,stat3 (promoter) 
4077,"studies of the transcriptional response in preconditioned dorsal root ganglia (drg) neurons have implicated regeneration-promoting roles for many transcription factors (c-jun, atf3, klf family, stat3, sox11 and smad1) and regeneration-associated genes (gap43, cap23, arg1, sprr1a, hspb1 and tubulins: reviewed in sun and he, 2010; tedeschi, 2012).",,klf (promoter) 
4078,"in retinal ganglion cells a growth-priming phenomenon analogous to preconditioning can be initiated by intraocular inflammation using agents such as zymosan, which activates expression of the neutrophil- and macrophage-derived growth factor oncomodulin to increase neuronal expression of regeneration-associated genes (benowitz and popovich, 2011; kurimoto et al., 2013).",,oncomodulin (promoter) 
4079,"zymosan is commonly used to condition these cells in a manner analogous to a priming nerve injury for drg neurons (yin et al., 2003), with a dose of 36 μg zymosan optimal for promoting rgc regeneration in c57bl/6 mice (kurimoto et al., 2010; yin et al., 2006).",,zymosan (promoter) 
4080,"to compare relative regeneration between the two strains we tested the effects of two reduced doses of zymosan applied 5 days before and immediately after the optic nerve crush, in order to use zymosan conditioning doses that induce a lower than maximal growth in c57bl/6 mice.",,zymosan (promoter) 
4081,"in c57bl/6 animals 6.4μg and 25μg of zymosan produced modest and dose-dependent levels of axonal regeneration measured 14 days after the on injury (figure 3a–b), (kurimoto et al., 2010; yin et al., 2006).",,zymosan (promoter) 
4082,"differences determined by permutation tests for contrast based on average difference of regenerating axonal trajectories at 6.4μg zymosan cast vs. c57, mean difference = 118.02, p=0.012; at 25μg zymosan cast vs. c57, mean difference = 93.28, p=0.031 (figure 3c–d, quantified in 3f).",,zymosan (promoter) 
4083,"as robust growth occurred in cast/ei rgcs at a low dose of zymosan (6.4μg), one at which c57bl/6 rgcs respond minimally, these results suggest that cast/ei cns neurons are either primed more easily for regrowth than those from c57bl/6 mice or overcome inhibitory substrates better.",,zymosan (promoter) 
4084,"pre-conditioning by axonal injury or zymosan administration was not necessary in this model to achieve enhanced axonal regeneration in the cast/ei mice, perhaps because the inflammation intrinsic to this model is sufficient to prime the cortical neurons for growth, and possibly, in part, because the axons do not have to traverse a physical lesion, as in the spinal cord and optic nerve cns injury models.",,zymosan (promoter) 
4085,"zymosan at a dose (6.4μg) that produces extensive growth only in cast/ei mice, induced inhba mrna expression in the retina of this strain but not in retina from c57bl/6 mice, whereas a higher zymosan dose (25μg), which promotes regeneration in both strains, induced inhba mrna expression in both mouse lines (figure 7c).",,zymosan (promoter) 
4086,to test if activin signaling can boost rgc axonal regeneration in vivo we measured axonal growth in c57bl/6 optic nerves after crush where the retina had been treated with low dose (6.4μg) zymosan and then with 10 ng/ml of activin immediately after optic nerve crush.,,zymosan (promoter) 
4087,"this combination resulted in a 4.2-fold increase in the number of axons 500μm distal to the crush site relative to zymosan alone (p<0.05, 112.4 (39.5) ci: 14.9–209.9; two-way anova, post-hoc sidak’s; figure 7d), showing that activin enhanced cns axonal regeneration in c57bl/6 mice after a low dose zymosan priming.",,zymosan (promoter) 
4088,"rat rgcs that had been injured and primed in vivo with low dose zymosan (6.4μg) showed a 2.8-fold increase in outgrowth when subsequently grown on pdl in vitro in response to the addition of activin peptides (relative to control rgcs: p<0.01, student’s t-test, two-tailed; suppl fig 7).",,zymosan (promoter) 
4089,"cast/ei mice seem to engage after preconditioning in the case of drg neurons or zymosan priming for rgcs a specific transcriptional mechanism distinct from the standard induction of rags which enables them to grow well on myelin and cspg, and within the cns in vivo.",,zymosan (promoter) 
4090,"once dissociated, 3,000 cells were grown per chamber in an 8-well slide, coated with myelin (100ng/well) or cspgs (20ng/well, millipore) and 1,500 cells were grown on laminin (5μg/well, invitrogen).",,laminin (promoter) 
4091,the mice received either 6.4μg or 25μg of zymosan 5 days prior and immediately after optic nerve crush into the vitreous.,,zymosan (promoter) 
4092,c57bl/6 mice were injected with 6.4ug of zymosan 5 days prior and immediately after optic nerve crush to prime rgcs.,,zymosan (promoter) 
4093,"expression of the retina in naïve, post optic nerve crush, post optic nerve crush with 6.4μg zymosan and 25μg zymosan treated c57bl/6 and cast/ei, 3 retinas were pooled per rna sample.",,zymosan (promoter) 
4094,neutrophils express oncomodulin and promote optic nerve regeneration.,,oncomodulin (promoter) 
4095,"long- distance axon regeneration in the mature optic nerve: contributions of oncomodulin, camp, and pten gene deletion.",pten (inhibitor) ,
4096,combinatorial therapy with neurotrophins and camp promotes axonal regeneration beyond sites of spinal cord injury.,,camp (promoter) 
4097,regeneration of sensory axons within the injured spinal cord induced by intraganglionic camp elevation.,,camp (promoter) 
4098,"d: representative photomicrographs of pre-conditioned drg axonal growth for c57bl/6 and cast/ei drg neurons on pdl, myelin and cspg respectively.",cspg (inhibitor) ,
4099,"a–d: optic nerve injury treated with low dose (6.4 μg) zymosan in c57bl/6 results in minimal rgc re-growth (a), but the same dose initiates robust growth in cast/ei (c).",,zymosan (promoter) 
4100,medium dose zymosan (25μg) stimulates growth in c57bl/6 optic nerves (b) however cast/ei rgc growth is much greater (d).,,zymosan (promoter) 
4101,"c57bl/6 and cast/ei 25μg or 6μg zymosan vs. control comparisons ***p<0.001, ****p<0.0001 (two-way anova, post-hoc sidak’s).",,zymosan (promoter) 
4102,c: q-pcr data showing that treating the mouse retina with 6.4μg intraocular zymosan increases inhba mrna expression only in cast/ei while 25μg induces regulation in both c57bl/6 and cast/ei animals.,,zymosan (promoter) 
4103,introcular injection of 6.4μg and 25μg zymosan showing similar inhbb regulation  in c57bl/6 and cast/ei animals.,,zymosan (promoter) 
4104,"myelin ligands also are known to signal via ngr1 to activate rhoa and rho-associated kinase (rock).4,44 the rho-rock pathway can induce neuronal cell death.45 the rock inhibitors interrupt the nogo receptor signaling pathway,46,47 and have been shown to promote rgc survival and retinal axon growth.48,49 while rgc survival induced by intravitreal human ngr1(310)-fc is not mediated by reduced iop,  multiple biochemical pathways in neurons are likely to be involved.",rhoa (inhibitor)  rock (inhibitor)  nogo (inhibitor) ,
4105,identification of the nogo inhibitor of axon regeneration as     a reticulon protein.,nogo (inhibitor) ,
4106,a multi-domain fragment of nogo-a protein is a potent inhibitor  of cortical axon regeneration via  nogo  receptor  1.  j  biol  chem.,nogo (inhibitor) ,
4107,truncated soluble nogo receptor binds nogo-66 and blocks inhibition of axon growth by myelin.,nogo (inhibitor) ,
4108,delayed nogo receptor therapy improves recovery from spinal cord contusion.,nogo (inhibitor) ,
4109,"harvey pa, lee dh, qian f, weinreb ph, frank e. blockade of nogo receptor ligands promotes functional regeneration of sensory axons after dorsal root crush.",nogo (inhibitor) ,
4110,"involvement of rhoa and possible neuroprotective effect of fasudil, a rho kinase inhibitor, in nmda-induced neurotoxicity in the rat retina.",rhoa (inhibitor) ,
4111,"the use of chromatin immunoprecipitation assays also demonstrates that mash1 directly binds to the cis-regulatory regions of genes associated with axonogenesis and axon guidance [], including the rhoa inhibitor, rnd3 [].",rhoa (inhibitor) ,
4112,"kobayashi nr, fan dp, giehl km, bedard am, wiegand sj, tetzlaff w. bdnf and nt-4/5 prevent at- rophy of rat rubrospinal neurons after cervical axotomy, stimulate gap-43 and talpha1-tubulin mrna expression, and promote axonal regeneration.",bdnf (inhibitor) ,
4113,introduction of the mash1 gene into mouse embryonic stem cells leads to differentiation of motoneuron precursors lack- ing nogo receptor expression that can be applicable for transplantation to spinal cord injury.,nogo (inhibitor) ,
4114,proneural transcription factors regulate different steps of cortical neuron migration through rnd-mediated inhibition of rhoa signaling.,rhoa (inhibitor) ,
4115,all three inhibitors can interact with either the nogo receptor complex or paired immunoglob-,nogo (inhibitor) ,
4116,"using a microarray analysis, we iden- tified several genes that are up-regulated both in adult drgs after a conditioning lesion and in drg neurons treated with camp analogues.",,camp (promoter) 
4117,"one gene that was up-regulated under both conditions is metallothionein (mt)-i. we show here that treat- ment with two closely related isoforms of mt (mt-i/ii) can overcome the inhibitory effects of both myelin and mag for cortical, hippocampal, and drg neurons.",mag (inhibitor) ,
4118,"adult drgs from mt-i/ii-deficient mice extend significantly shorter processes on mag compared with wild-type drg neurons, and regeneration of dorsal column axons does not occur after a conditioning lesion in mt-i/ii- deficient mice.",mag (inhibitor) ,
